Hotel ID,Price,Suggest Selling Price,Checkin,Checkout,Nights,Price per Night,Adults,Children,Median Price per Night,% Off from Median,Total Median Price,Resort,Stars,Distance,Xeni Link,Hotel Name,Amenities,Image URL,URL,Pass
lp38374,6395.83,6510.48,46082,46086,4,1598.96,2,0,1702.12,0.060606773,6808.48,Aspen,3,Slopeside,0,Chateau Chaumont & Dumont Condominiums by Frias,0,https://static.cupid.travel/hotels/ex_294ddfe7_z.jpg,https://booking.skizi.co/hotels/lp38374?checkin=2026-03-01&checkout=2026-03-05,IKON
lp9cde6,5186.08,5259.48,46054,46058,4,1296.52,2,0,1379.91,0.060431477,5519.64,Beaver Creek,2,5-10 min walk,0,Mein Haus Bed & Breakfast,"Hot tub/Jacuzzi, Massage, Spa, Ski storage",https://static.cupid.travel/hotels/206132747.jpg,https://booking.skizi.co/hotels/lp9cde6?checkin=2026-02-01&checkout=2026-02-05,EPIC
lp3089d,3070.1,3330.78,46103,46107,4,767.53,2,0,816.26,0.059699115,3265.04,Park City,4,Slopeside,0,Marriott's Summit Watch,"Fitness center, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/446997448.jpg,https://booking.skizi.co/hotels/lp3089d?checkin=2026-03-22&checkout=2026-03-26,EPIC
lp2363c4,1622.38,1581.06,46101,46106,5,324.48,2,0,344.1,0.057018309,1720.5,Whistler Blackcomb,0,5-10 min walk,0,Rainbow Suites by Whistler Retreats,Ski storage,https://static.cupid.travel/hotels/219457700.jpg,https://booking.skizi.co/hotels/lp2363c4?checkin=2026-03-20&checkout=2026-03-25,EPIC
lp38375,2281.3,2481.44,46090,46094,4,570.33,2,0,604.43,0.056416789,2417.72,Aspen,4,Slopeside,0,Independence Square Lodge by Frias,Ski storage,https://static.cupid.travel/hotels/ex_35f9b965_z.jpg,https://booking.skizi.co/hotels/lp38375?checkin=2026-03-09&checkout=2026-03-13,IKON
lp6558616b,5534.9,5326.04,46083,46088,5,1106.98,2,0,1172.73,0.056065761,5863.65,Park City,3,Slopeside,0,Calming Canyons Penthouse,0,https://snaphotelapi.com/hotels/ex_0d2210dd_z.jpg,https://booking.skizi.co/hotels/lp6558616b?checkin=2026-03-02&checkout=2026-03-07,EPIC
lp51388,2468.71,2471.06,46060,46065,5,493.74,2,0,522.59,0.055205802,2612.95,Heavenly,2,5-10 min walk,0,Black Jack Inn,0,https://static.cupid.travel/hotels/182182755.jpg,https://booking.skizi.co/hotels/lp51388?checkin=2026-02-07&checkout=2026-02-12,EPIC
lp6558511d,4223,5230.96,46054,46058,4,1055.75,2,0,1109.94,0.048822459,4439.76,Telluride Ski Resort,4,Slopeside,0,Emerald Elk at Village Creek by Avantstay Close to Slopes & Village w/ Views,0,https://static.cupid.travel/hotels/ex_ae1dc128_z.jpg,https://booking.skizi.co/hotels/lp6558511d?checkin=2026-02-01&checkout=2026-02-05,EPIC
lp655768d6,1870.46,1932.23,46054,46058,4,467.62,2,0,489.53,0.044757216,1958.12,Zermatt Ski Resort,3,5-10 min walk,0,Apartment Blauherd,0,https://static.cupid.travel/hotels/ex_f28ac816_z.jpg,https://booking.skizi.co/hotels/lp655768d6?checkin=2026-02-01&checkout=2026-02-05,IKON
lp656d5a4b,2684.51,2537.63,46104,46109,5,536.9,2,0,560.19,0.04157518,2800.95,Zermatt Ski Resort,3,5-10 min walk,0,Place to relax,Ski storage,https://static.cupid.travel/hotels/ex_cde73ff9_z.jpg,https://booking.skizi.co/hotels/lp656d5a4b?checkin=2026-03-23&checkout=2026-03-28,IKON
lp656c1dbf,6126.31,6033.84,46094,46099,5,1225.26,2,0,1276.32,0.040005641,6381.6,Niseko United,3,5-10 min walk,0,Casa La Mount by Elite Havens,0,https://static.cupid.travel/hotels/ex_bde90830_z.jpg,https://booking.skizi.co/hotels/lp656c1dbf?checkin=2026-03-13&checkout=2026-03-18,"Mountain Collective, IKON"
lp1e3ea6,5141.2,4859.89,46105,46109,4,1285.3,2,0,1337.875,0.039297393,5351.5,Zermatt Ski Resort,5,<5 min walk to lifts,0,The Omnia,"Restaurant, Hot tub/Jacuzzi, Massage, Ski storage, Spa",https://static.cupid.travel/hotels/8034677.jpg,https://booking.skizi.co/hotels/lp1e3ea6?checkin=2026-03-24&checkout=2026-03-28,IKON
lp655b816a,9695.01,10518.17,46103,46108,5,1939,2,0,2012.97,0.036746698,10064.85,Zermatt Ski Resort,4,5-10 min walk,0,Backstage Hotel Serviced Apartments,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage",https://static.cupid.travel/hotels/550185509.jpg,https://booking.skizi.co/hotels/lp655b816a?checkin=2026-03-22&checkout=2026-03-27,IKON
lp4153f,4337.97,5254.68,46082,46086,4,1084.49,2,0,1124.89,0.035914623,4499.56,Telluride Ski Resort,5,Slopeside,0,Lumiere with Inspirato,"Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/77203022.jpg,https://booking.skizi.co/hotels/lp4153f?checkin=2026-03-01&checkout=2026-03-05,EPIC
lp63b68,3371.18,3298.03,46059,46063,4,842.8,2,0,870.21,0.031498144,3480.84,Zermatt Ski Resort,4,<5 min walk to lifts,0,Resort La Ginabelle,"Restaurant, Massage, Ski storage, Spa",https://static.cupid.travel/hotels/291045157.jpg,https://booking.skizi.co/hotels/lp63b68?checkin=2026-02-06&checkout=2026-02-10,IKON
lp29634,2858.92,3101.67,46068,46073,5,571.78,2,0,590.03,0.030930631,2950.15,Banff Sunshine,5,Shuttle,0,Fairmont Banff Springs,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/564483992.jpg,https://booking.skizi.co/hotels/lp29634?checkin=2026-02-15&checkout=2026-02-20,"Mountain Collective, IKON"
lp6202f,1080.08,1044.44,46094,46099,5,216.02,2,0,220.93,0.022224234,1104.65,Niseko United,4,5-10 min walk,https://members.skizi.co/url/1ea2ec25-e43e-4445-88de-1967ef1ea1aa?isPermanentLink=true,The Green Leaf Niseko Village,Ski storage,https://static.cupid.travel/hotels/ex_d215d039_z.jpg,https://booking.skizi.co/hotels/lp6202f?checkin=2026-03-13&checkout=2026-03-18,"Mountain Collective, IKON"
lp3f9de,2022.74,2186.85,46095,46099,4,505.69,2,0,516.91,0.021705906,2067.64,Heavenly,3,5-10 min walk,0,Heavenly Inn Lake Tahoe,Pets allowed,https://static.cupid.travel/hotels/246098839.jpg,https://booking.skizi.co/hotels/lp3f9de?checkin=2026-03-14&checkout=2026-03-18,EPIC
lp28d40c,2935.5,2774.88,46082,46087,5,587.1,2,0,599.53,0.020732907,2997.65,Zermatt Ski Resort,0,<5 min walk to lifts,0,Apartment in Chalet Pizzo Fiamma,Ski storage,https://static.cupid.travel/hotels/401452594.jpg,https://booking.skizi.co/hotels/lp28d40c?checkin=2026-03-01&checkout=2026-03-06,IKON
lp9390f,10492.43,11511.98,46082,46086,4,2623.11,2,0,2670.32,0.017679529,10681.28,Aspen,4,5-10 min walk,0,Fifth Avenue Condominiums by Frias,0,https://static.cupid.travel/hotels/ex_0727e342_z.jpg,https://booking.skizi.co/hotels/lp9390f?checkin=2026-03-01&checkout=2026-03-05,IKON
lp30c74,1570.58,1703.94,46096,46100,4,392.65,2,0,396.93,0.010782758,1587.72,Park City,0,5-10 min walk,0,Westgate Resort & Spa - Park City Canyons,"Fitness center, Restaurant, Bar, Hot tub/Jacuzzi, Spa",https://static.cupid.travel/hotels/240498097.jpg,https://booking.skizi.co/hotels/lp30c74?checkin=2026-03-15&checkout=2026-03-19,EPIC
lp616d4,1562.64,1695.32,46061,46066,5,312.53,2,0,314.58,0.006516625,1572.9,Zermatt Ski Resort,3,5-10 min walk,0,Hotel Mountime,"Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/441027091.jpg,https://booking.skizi.co/hotels/lp616d4?checkin=2026-02-08&checkout=2026-02-13,IKON
lp6554ec1d,1337.55,1264.35,46082,46087,5,267.51,2,0,269.25,0.006462396,1346.25,Niseko United,3,5-10 min walk,0,Chalet Banff,Ski storage,https://static.cupid.travel/hotels/ex_a50d534d_z.jpg,https://booking.skizi.co/hotels/lp6554ec1d?checkin=2026-03-01&checkout=2026-03-06,"Mountain Collective, IKON"
lp6557a0af,3181.64,3007.55,46082,46087,5,636.33,2,0,637.975,0.002578471,3189.875,Zermatt Ski Resort,3,5-10 min walk,0,Hotel Tannenhof,"Restaurant, Pets allowed, Ski storage",https://static.cupid.travel/hotels/371256309.jpg,https://booking.skizi.co/hotels/lp6557a0af?checkin=2026-03-01&checkout=2026-03-06,IKON
lp656d5bed,2612.07,2698.32,46082,46087,5,522.41,2,0,522.42,1.91417E-05,2612.1,Zermatt Ski Resort,0,5-10 min walk,0,"Haus Matten, Apartment Birch",0,https://static.cupid.travel/hotels/507334452.jpg,https://booking.skizi.co/hotels/lp656d5bed?checkin=2026-03-01&checkout=2026-03-06,IKON
lp6dfb6,13159.97,14339.41,46096,46101,5,2631.99,2,0,2632,3.79939E-06,13160,Telluride Ski Resort,5,5-10min walk,0,The Auberge Residences at Element 52,"Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/197047979.jpg,https://booking.skizi.co/hotels/lp6dfb6?checkin=2026-03-15&checkout=2026-03-20,EPIC
lp224664,7789.45,7363.24,46082,46086,4,1947.36,2,0,1947.36,0,7789.44,Zermatt Ski Resort,4,<5 min walk to lifts,0,Haus Andy,0,https://static.cupid.travel/hotels/ex_561b2704_z.jpg,https://booking.skizi.co/hotels/lp224664?checkin=2026-03-01&checkout=2026-03-05,IKON
lp327da,4021.6,4363.06,46054,46059,5,804.32,2,0,804.32,0,4021.6,Beaver Creek,4,Slopeside,0,"The Osprey at Beaver Creek, a RockResort","Restaurant, Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/523826994.jpg,https://booking.skizi.co/hotels/lp327da?checkin=2026-02-01&checkout=2026-02-06,EPIC
lp6558380e,3242.37,3887.79,46075,46079,4,810.59,2,0,810.59,0,3242.36,Telluride Ski Resort,4,Slopeside,0,Blue Mesa Penthouse by Avantstay Buyout of 3 Units Ski-in/ski-out Condo,0,https://static.cupid.travel/hotels/ex_66f3d176_z.jpg,https://booking.skizi.co/hotels/lp6558380e?checkin=2026-02-22&checkout=2026-02-26,EPIC
lp655abdb6,3778.39,4099.18,46102,46107,5,755.68,2,0,755.68,0,3778.4,Zermatt Ski Resort,3,5-10 min walk,0,Hotel Matterhornblick,"Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/569692765.jpg,https://booking.skizi.co/hotels/lp655abdb6?checkin=2026-03-21&checkout=2026-03-26,IKON
lp656d5477,2021.53,2086.37,46054,46058,4,505.38,2,0,505.38,0,2021.52,Zermatt Ski Resort,3,5-10 min walk,0,Apartment Gant,0,https://static.cupid.travel/hotels/ex_50c738a2_z.jpg,https://booking.skizi.co/hotels/lp656d5477?checkin=2026-02-01&checkout=2026-02-05,IKON
lp677d9,3078.21,3339.58,46102,46106,4,769.55,2,0,769.55,0,3078.2,Park City,3,Ski in/Ski out,0,Hilton Grand Vacations Club Sunrise Lodge Park City,"Fitness center, Hot tub/Jacuzzi, Ski storage",https://snaphotelapi.com/hotels/485723240.jpg,https://booking.skizi.co/hotels/lp677d9?checkin=2026-03-21&checkout=2026-03-25,EPIC
lp7164e,1088.09,1028.56,46108,46112,4,272.02,2,0,272.02,0,1088.08,Niseko United,4,Slopeside,0,Ki Niseko,"Restaurant, Massage, Ski storage",https://static.cupid.travel/hotels/123674755.jpg,https://booking.skizi.co/hotels/lp7164e?checkin=2026-03-27&checkout=2026-03-31,"Mountain Collective, IKON"
lpdc157,1320.7,1248.44,46108,46112,4,330.18,2,0,330.18,0,1320.72,Niseko United,5,Slopeside,0,Skye Niseko,"Restaurant, Massage, Ski storage",https://static.cupid.travel/hotels/172725540.jpg,https://booking.skizi.co/hotels/lpdc157?checkin=2026-03-27&checkout=2026-03-31,"Mountain Collective, IKON"
