Hotel ID,Price,Suggest Selling Price,Checkin,Checkout,Nights,Price per Night,Adults,Children,Median Price per Night,% Off from Median,Total Median Price,Resort,Stars,Distance,Xeni Link,Hotel Name,Amenities,Image URL,URL,Pass
lp5be6e,"$3,103.75 ","$2,933.93 ",3/27/2026,3/31/2026,4,$775.94 ,2,0,$879.70 ,11.79%,3518.8,Zermatt Ski Resort,4,5-10 min walk,0,Matthiol Boutique Hotel,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/231167653.jpg,https://booking.skizi.co/hotels/lp5be6e?checkin=2026-03-27&checkout=2026-03-31,IKON
lp342a8,"$3,929.60 ","$3,851.75 ",3/22/2026,3/26/2026,4,$982.40 ,2,0,"$1,112.69 ",11.71%,4450.74,Zermatt Ski Resort,4,<5 min walk to lifts,0,Swiss Alpine Hotel Allalin,"Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/153393168.jpg,https://booking.skizi.co/hotels/lp342a8?checkin=2026-03-22&checkout=2026-03-26,IKON
lp656d5bf1,"$3,007.87 ","$3,104.36 ",2/1/2026,2/6/2026,5,$601.57 ,2,0,$680.74 ,11.63%,3403.7,Zermatt Ski Resort,3,5-10 min walk,0,Z Suite - Haus Roger,Ski storage,https://static.cupid.travel/hotels/ex_a3802fd8_z.jpg,https://booking.skizi.co/hotels/lp656d5bf1?checkin=2026-02-01&checkout=2026-02-06,IKON
lp3d024,"$2,548.98 ","$2,765.42 ",2/1/2026,2/5/2026,4,$637.25 ,2,0,$720.72 ,11.58%,2882.88,Beaver Creek,3,5-10 min walk,0,"Sheraton Lakeside Terrace Villas at Mountain Vista, Avon, Vail Valley",Ski storage,https://static.cupid.travel/hotels/538287569.jpg,https://booking.skizi.co/hotels/lp3d024?checkin=2026-02-01&checkout=2026-02-05,EPIC
lp656d0d92,"$3,288.17 ","$3,111.35 ",3/1/2026,3/6/2026,5,$657.63 ,2,0,$742.78 ,11.46%,3713.9,Whistler Blackcomb,4,Shuttle,0,Elevate Vacation Alpenglow Lodge - Sunset Boulevard #504,0,https://static.cupid.travel/hotels/ex_1e53c066_z.jpg,https://booking.skizi.co/hotels/lp656d0d92?checkin=2026-03-01&checkout=2026-03-06,EPIC
lp656cd0a7,"$2,576.31 ","$2,795.07 ",2/1/2026,2/6/2026,5,$515.26 ,2,0,$581.96 ,11.46%,2909.8,Breckenridge Ski Resort,3,5-10 min walk,0,Main Street Station by TO,0,https://static.cupid.travel/hotels/ex_9d955a13_z.jpg,https://booking.skizi.co/hotels/lp656cd0a7?checkin=2026-02-01&checkout=2026-02-06,EPIC
lp36410,"$2,285.58 ","$2,160.52 ",3/23/2026,3/27/2026,4,$571.40 ,2,0,$645.26 ,11.45%,2581.04,Breckenridge Ski Resort,3,5-10 min walk,0,Pine Ridge Condominiums,0,https://static.cupid.travel/hotels/hd/ex_d8d2f9c2_z.jpg,https://booking.skizi.co/hotels/lp36410?checkin=2026-03-23&checkout=2026-03-27,EPIC
lp61b06,"$3,823.68 ","$4,148.33 ",3/23/2026,3/27/2026,4,$955.92 ,2,0,"$1,078.78 ",11.39%,4315.12,Zermatt Ski Resort,4,5-10 min walk,0,SchlossHotel Zermatt Active & CBD Spa Hotel,"Fitness center, Pets allowed, Bar, Massage, Spa, Ski storage",https://static.cupid.travel/hotels/417360015.jpg,https://booking.skizi.co/hotels/lp61b06?checkin=2026-03-23&checkout=2026-03-27,IKON
lp380ae,"$2,688.00 ","$2,637.28 ",3/6/2026,3/11/2026,5,$537.60 ,2,0,$605.93 ,11.28%,3029.65,Aspen,3,Ski in/ski out,0,The Timberline Condominiums,Ski storage,https://static.cupid.travel/hotels/ex_1731efd7_z.jpg,https://booking.skizi.co/hotels/lp380ae?checkin=2026-03-06&checkout=2026-03-11,IKON
lp36364,"$2,274.55 ","$2,450.51 ",3/1/2026,3/6/2026,5,$454.91 ,2,0,$512.31 ,11.20%,2561.55,Whistler Blackcomb,3,5-10 min walk,0,Blackcomb Lodge,"Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/273639794.jpg,https://booking.skizi.co/hotels/lp36364?checkin=2026-03-01&checkout=2026-03-06,EPIC
lp655838e1,"$6,217.81 ","$8,329.52 ",3/23/2026,3/27/2026,4,"$1,554.45 ",2,0,"$1,749.25 ",11.14%,6997,Telluride Ski Resort,4,5-10min walk,0,Bachman Village 14 by Avantstay Close To Town & The Slopes w/ Hot Tub! Permit#12038,0,https://static.cupid.travel/hotels/ex_403cd59e_z.jpg,https://booking.skizi.co/hotels/lp655838e1?checkin=2026-03-23&checkout=2026-03-27,EPIC
lp656c4203,"$4,318.06 ","$4,794.68 ",2/3/2026,2/8/2026,5,$863.61 ,2,0,$970.95 ,11.06%,4854.75,Breckenridge Ski Resort,3,5-10 min walk,0,Highlander 301,0,https://static.cupid.travel/hotels/ex_w1149h765x3y3-98beab2f_z.jpg,https://booking.skizi.co/hotels/lp656c4203?checkin=2026-02-03&checkout=2026-02-08,EPIC
lp31bf9,"$2,457.58 ","$2,441.36 ",2/23/2026,2/27/2026,4,$614.40 ,2,0,$690.61 ,11.04%,2762.44,Whistler Blackcomb,4,5-10 min walk,0,Sundial Hotel,"Restaurant, Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/296381470.jpg,https://booking.skizi.co/hotels/lp31bf9?checkin=2026-02-23&checkout=2026-02-27,EPIC
lp38a8a,$620.50 ,$729.38 ,2/1/2026,2/6/2026,5,$124.10 ,2,0,$139.32 ,10.92%,696.6,Banff Sunshine,3,Shuttle,0,The Juniper Hotel,0,https://static.cupid.travel/hotels/ex_8071ff00_z.jpg,https://booking.skizi.co/hotels/lp38a8a?checkin=2026-02-01&checkout=2026-02-06,"Mountain Collective, IKON"
lp656d5480,"$2,937.41 ","$2,776.69 ",3/16/2026,3/21/2026,5,$587.48 ,2,0,$657.61 ,10.66%,3288.025,Zermatt Ski Resort,0,5-10 min walk,0,Seventh Sky - the luxury one by Inspring Places Zermatt,Ski storage,https://static.cupid.travel/hotels/506727225.jpg,https://booking.skizi.co/hotels/lp656d5480?checkin=2026-03-16&checkout=2026-03-21,IKON
lp2363b9,1751.76,1697.24,46108,46112,4,437.94,2,0,489.97,0.106190175,1959.88,Whistler Blackcomb,0,5-10 min walk,0,Villas Snowberry by Whistler Retreats,Ski storage,https://static.cupid.travel/hotels/219607529.jpg,https://booking.skizi.co/hotels/lp2363b9?checkin=2026-03-27&checkout=2026-03-31,EPIC
lp40faa,4738.58,5221.38,46103,46107,4,1184.65,2,0,1324.61,0.105661289,5298.44,Deer Valley Resort,4,Slopeside,0,The Chateaux Deer Valley,"Fitness center, Restaurant, Bar, Hot tub/Jacuzzi, Massage, Spa, Ski storage",https://static.cupid.travel/hotels/226859187.jpg,https://booking.skizi.co/hotels/lp40faa?checkin=2026-03-22&checkout=2026-03-26,IKON
lp6557f9c3,986.51,1070.27,46096,46101,5,197.3,2,0,220.2,0.103996367,1101,Whistler Blackcomb,0,5-10 min walk,0,Marketplace Lodge by Whistler Premier,Hot tub/Jacuzzi,https://static.cupid.travel/hotels/398187889.jpg,https://booking.skizi.co/hotels/lp6557f9c3?checkin=2026-03-15&checkout=2026-03-20,EPIC
lp3a8dc,1321.55,1433.76,46082,46086,4,330.39,2,0,368.54,0.103516579,1474.16,Palisades Tahoe,3,Ski in/Ski out,0,Red Wolf Lodge at Olympic Valley,"Fitness center, Hot tub/Jacuzzi",https://static.cupid.travel/hotels/506883477.jpg,https://booking.skizi.co/hotels/lp3a8dc?checkin=2026-03-01&checkout=2026-03-05,IKON
lp236339,1070.68,1012.1,46089,46094,5,214.14,2,0,238.62,0.102589892,1193.1,Whistler Blackcomb,3,5-10 min walk,0,Sunpath Condos by Whistler Retreats,Hot tub/Jacuzzi,https://static.cupid.travel/hotels/41496975.jpg,https://booking.skizi.co/hotels/lp236339?checkin=2026-03-08&checkout=2026-03-13,EPIC
lp340ca,7171.57,7780.48,46058,46062,4,1792.89,2,0,1996.095,0.101801267,7984.38,Jackson Hole Mountain Resort,5,Slopeside,0,Four Seasons Resort Jackson Hole,Ski storage,https://static.cupid.travel/hotels/ex_e148ce99_z.jpg,https://booking.skizi.co/hotels/lp340ca?checkin=2026-02-05&checkout=2026-02-09,"Mountain Collective, IKON"
lp75520,973.19,942.9,46082,46087,5,194.64,2,0,216.64,0.10155096,1083.2,Whistler Blackcomb,3,5-10 min walk,0,Marketplace Lodge by Whistler Retreats,Ski storage,https://static.cupid.travel/hotels/ex_5cd2eb9d_z.jpg,https://booking.skizi.co/hotels/lp75520?checkin=2026-03-01&checkout=2026-03-06,EPIC
lp3089c,2826.52,3066.51,46108,46112,4,706.63,2,0,785.83,0.100785157,3143.32,Park City,4,Slopeside,0,Marriott's MountainSide,"Fitness center, Hot tub/Jacuzzi, Ski storage, Spa",https://static.cupid.travel/hotels/459597607.jpg,https://booking.skizi.co/hotels/lp3089c?checkin=2026-03-27&checkout=2026-03-31,EPIC
lp23209,1145.56,1322.8,46107,46111,4,286.39,2,0,318.21,0.099996857,1272.84,Whistler Blackcomb,3,5-10 min walk,0,Whistler Village Inn & Suites,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/148509472.jpg,https://booking.skizi.co/hotels/lp23209?checkin=2026-03-26&checkout=2026-03-30,EPIC
lp3eee4,1330.86,1629.67,46096,46101,5,266.17,2,0,295.355,0.098813292,1476.775,Park City,3,5-10 min walk,0,Silverado Lodge by Park City - Canyons Village,"Fitness center, Hot tub/Jacuzzi, Ski storage, Spa",https://static.cupid.travel/hotels/487535067.jpg,https://booking.skizi.co/hotels/lp3eee4?checkin=2026-03-15&checkout=2026-03-20,EPIC
lp30e7b,703.62,763.37,46075,46079,4,175.91,2,0,195.17,0.098683199,780.68,Heavenly,3,5-10 min walk,0,Hilton Vacation Club Tahoe Seasons Lake Tahoe,"Fitness center, Hot tub/Jacuzzi",https://static.cupid.travel/hotels/518709719.jpg,https://booking.skizi.co/hotels/lp30e7b?checkin=2026-02-22&checkout=2026-02-26,EPIC
lp50148,9781.44,9246.24,46057,46062,5,1956.29,2,0,2168.2,0.097735449,10841,Aspen,5,Slopeside,0,Residences at the Little Nell,Ski storage,https://static.cupid.travel/hotels/ex_cfe2ed77_z.jpg,https://booking.skizi.co/hotels/lp50148?checkin=2026-02-04&checkout=2026-02-09,IKON
lp655899d6,1192.16,1528.44,46056,46061,5,238.43,2,0,264.01,0.096890269,1320.05,Keystone,0,5-10 min walk,0,Jackpine & Black Bear Condominiums by Keystone Resort,"Restaurant, Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/465359479.jpg,https://booking.skizi.co/hotels/lp655899d6?checkin=2026-02-03&checkout=2026-02-08,EPIC
lp656d0d93,2489.94,2356.05,46068,46073,5,497.99,2,0,550.15,0.094810506,2750.75,Whistler Blackcomb,3,Shuttle,0,Elevate Vacation Alpenglow Lodge - Peak to Creek #404,0,https://static.cupid.travel/hotels/ex_b3cd94ec_z.jpg,https://booking.skizi.co/hotels/lp656d0d93?checkin=2026-02-15&checkout=2026-02-20,EPIC
lp65584fa3,3504.08,4304.07,46107,46112,5,700.82,2,0,772.28,0.092531206,3861.4,Telluride Ski Resort,4,Slopeside,0,Centrum 302 by Avantstay Gorgeous Condo w/ Great Views & Steps Away From Ski Runs!,0,https://static.cupid.travel/hotels/ex_e1a70a5c_z.jpg,https://booking.skizi.co/hotels/lp65584fa3?checkin=2026-03-26&checkout=2026-03-31,EPIC
lp52745,4483.84,5097.2,46103,46108,5,896.77,2,0,988.18,0.09250339,4940.9,Heavenly,2,5-10 min walk,0,Alpine Inn & Spa,"Pets allowed, Ski storage",https://static.cupid.travel/hotels/473809211.jpg,https://booking.skizi.co/hotels/lp52745?checkin=2026-03-22&checkout=2026-03-27,EPIC
lp6070f,1591,1560.98,46055,46059,4,397.75,2,0,437.62,0.091106439,1750.48,Zermatt Ski Resort,4,5-10 min walk,0,Hotel Albatros,"Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/502277108.jpg,https://booking.skizi.co/hotels/lp6070f?checkin=2026-02-02&checkout=2026-02-06,IKON
lp65584ff2,3943.86,5145.63,46104,46108,4,985.97,2,0,1084.16,0.090567813,4336.64,Telluride Ski Resort,4,Slopeside,0,"Le Chamonix D by Avantstay Located In Mountain Village, Close to Golf Course & Skiing",0,https://static.cupid.travel/hotels/ex_5cbb4c03_z.jpg,https://booking.skizi.co/hotels/lp65584ff2?checkin=2026-03-23&checkout=2026-03-27,EPIC
lp333c9,2903.58,3150.11,46096,46101,5,580.72,2,0,637.495,0.089059522,3187.475,Zermatt Ski Resort,4,<5 min walk to lifts,0,Alpen Resort & Spa Zermatt,Ski storage,https://static.cupid.travel/hotels/ex_26388a20_z.jpg,https://booking.skizi.co/hotels/lp333c9?checkin=2026-03-15&checkout=2026-03-20,IKON
lp656dc51f,7850.96,7932.43,46061,46065,4,1962.74,2,0,2149.82,0.087021239,8599.28,Aspen,0,5-10 min walk,0,The Enclave at Snowmass by TO,0,https://static.cupid.travel/hotels/318923478.jpg,https://booking.skizi.co/hotels/lp656dc51f?checkin=2026-02-08&checkout=2026-02-12,IKON
lp31d86,705.2,779.05,46097,46101,4,176.3,2,0,192.98,0.086433827,771.92,Banff Sunshine,3,Shuttle,0,Banff Aspen Lodge,"Pets allowed, Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/347166276.jpg,https://booking.skizi.co/hotels/lp31d86?checkin=2026-03-16&checkout=2026-03-20,"Mountain Collective, IKON"
lp2b3ab,574.48,571.23,46097,46101,4,143.62,2,0,157.205,0.086415826,628.82,Banff Sunshine,3,Shuttle,0,Charltons Banff,"Pets allowed, Hot tub/Jacuzzi",https://static.cupid.travel/hotels/599033584.jpg,https://booking.skizi.co/hotels/lp2b3ab?checkin=2026-03-16&checkout=2026-03-20,"Mountain Collective, IKON"
lp42656,2309.01,2463.67,46054,46058,4,577.25,2,0,631.44,0.085819714,2525.76,Heavenly,3,5-10 min walk,0,Cedar Inn & Suites,Pets allowed,https://static.cupid.travel/hotels/487010213.jpg,https://booking.skizi.co/hotels/lp42656?checkin=2026-02-01&checkout=2026-02-05,EPIC
lp1f153,11293.35,10973.74,46085,46090,5,2258.67,2,0,2469.58,0.085403186,12347.9,Aspen,5,Slopeside,0,The Little Nell,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/108180086.jpg,https://booking.skizi.co/hotels/lp1f153?checkin=2026-03-04&checkout=2026-03-09,IKON
lp2be73,2041.71,2409.61,46104,46108,4,510.43,2,0,557.91,0.085103332,2231.64,Telluride Ski Resort,4,Slopeside,0,Camel's Garden Hotel,Ski storage,https://static.cupid.travel/hotels/ex_b3a2e4b8_z.jpg,https://booking.skizi.co/hotels/lp2be73?checkin=2026-03-23&checkout=2026-03-27,EPIC
lp6557fb96,6763.83,7102.03,46055,46060,5,1352.77,2,0,1478.39,0.084970813,7391.95,Park City,0,5-10 min walk,0,"K B M Resorts- RPT-14T Large 4Bd, luxury Park City home with fireplace, easy access","Bar, Hot tub/Jacuzzi",https://static.cupid.travel/hotels/327244526.jpg,https://booking.skizi.co/hotels/lp6557fb96?checkin=2026-02-02&checkout=2026-02-07,EPIC
lp33b8c,2076.67,2253.01,46090,46095,5,415.33,2,0,453.11,0.083379312,2265.55,Beaver Creek,4,5-10 min walk,0,"Sheraton Mountain Vista Villas, Avon / Vail Valley","Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/469613881.jpg,https://booking.skizi.co/hotels/lp33b8c?checkin=2026-03-09&checkout=2026-03-14,EPIC
lpa0816,4251.08,4664.16,46062,46066,4,1062.77,2,0,1158.66,0.082759394,4634.64,Aspen,4,5-10 min walk,0,Chateau Eau Claire & Roaring Fork by Frias Properties,0,https://static.cupid.travel/hotels/ex_4a3f7309_z.jpg,https://booking.skizi.co/hotels/lpa0816?checkin=2026-02-09&checkout=2026-02-13,IKON
lp2ff71,2065.87,2270.51,46075,46079,4,516.47,2,0,562.535,0.081888238,2250.14,Telluride Ski Resort,4,5-10min walk,0,The Hotel Telluride,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/62925056.jpg,https://booking.skizi.co/hotels/lp2ff71?checkin=2026-02-22&checkout=2026-02-26,EPIC
lp30a04,1418.74,1527.16,46096,46100,4,354.69,2,0,386.27,0.081756284,1545.08,Sun Peaks Resort,5,Slopeside,0,Sun Peaks Grand Hotel & Conference Centre,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/33032104.jpg,https://booking.skizi.co/hotels/lp30a04?checkin=2026-03-15&checkout=2026-03-19,"Mountain Collective, IKON"
lp6350a,2953.18,3203.92,46103,46108,5,590.64,2,0,643.12,0.081602189,3215.6,Zermatt Ski Resort,4,5-10 min walk,0,Unique Hotel Post,"Restaurant, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/344140274.jpg,https://booking.skizi.co/hotels/lp6350a?checkin=2026-03-22&checkout=2026-03-27,IKON
lp656d5bae,5965.82,5639.4,46054,46059,5,1193.16,2,0,1296.91,0.079997841,6484.55,Zermatt Ski Resort,0,5-10 min walk,0,"Haus Matten, Apartment Breithorn",Ski storage,https://static.cupid.travel/hotels/487401513.jpg,https://booking.skizi.co/hotels/lp656d5bae?checkin=2026-02-01&checkout=2026-02-06,IKON
lp656c41fc,18410.28,18167.13,46054,46058,4,4602.57,2,0,4998.61,0.079230026,19994.44,Aspen,4,5-10 min walk,0,Owl Creek Snowmass By Frias,0,https://static.cupid.travel/hotels/ex_982d8cdd_z.jpg,https://booking.skizi.co/hotels/lp656c41fc?checkin=2026-02-01&checkout=2026-02-05,IKON
lp65543acc,6338.33,6876.49,46054,46059,5,1267.67,2,0,1375.16,0.07816545,6875.8,Zermatt Ski Resort,5,5-10 min walk,0,Mont Cervin Palace,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage, Spa",https://static.cupid.travel/hotels/498373205.jpg,https://booking.skizi.co/hotels/lp65543acc?checkin=2026-02-01&checkout=2026-02-06,IKON
lp1ab10,6525.67,6593.39,46054,46059,5,1305.13,2,0,1415.76,0.078141775,7078.8,Zermatt Ski Resort,5,<5 min walk to lifts,0,Mont Cervin Palace,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage, Spa",https://static.cupid.travel/hotels/498373205.jpg,https://booking.skizi.co/hotels/lp1ab10?checkin=2026-02-01&checkout=2026-02-06,IKON
lp34703,4447.43,4749.53,46069,46074,5,889.49,2,0,963.94,0.077235098,4819.7,Heavenly,2,5-10 min walk,0,Big Pines Mountain House,Pets allowed,https://snaphotelapi.com/hotels/81844443.jpg,https://booking.skizi.co/hotels/lp34703?checkin=2026-02-16&checkout=2026-02-21,EPIC
lp6556ee5e,754.91,713.6,46096,46101,5,150.98,2,0,163.605,0.077167568,818.025,Zermatt Ski Resort,2,<5 min walk to lifts,0,Hotel Alpina,"Restaurant, Pets allowed, Ski storage",https://static.cupid.travel/hotels/26843359.jpg,https://booking.skizi.co/hotels/lp6556ee5e?checkin=2026-03-15&checkout=2026-03-20,IKON
lp350ce,3473.25,3630.54,46108,46112,4,868.31,2,0,940.12,0.076383866,3760.48,Aspen,4,5-10 min walk,0,The Gant,"Fitness center, Restaurant, Bar, Hot tub/Jacuzzi, Ski storage, Spa",https://static.cupid.travel/hotels/8109036.jpg,https://booking.skizi.co/hotels/lp350ce?checkin=2026-03-27&checkout=2026-03-31,IKON
lp6557eb49,13001.21,13491.83,46061,46065,4,3250.3,2,0,3518.11,0.076123259,14072.44,Park City,0,5-10 min walk,0,"K B M Resorts- VIN-17 Remodeled 4Bd, walk to lifts, chefs kitchen, 3 fireplaces, Wi-Fi","Bar, Hot tub/Jacuzzi",https://static.cupid.travel/hotels/327244892.jpg,https://booking.skizi.co/hotels/lp6557eb49?checkin=2026-02-08&checkout=2026-02-12,EPIC
lp31628,2823.71,3431.08,46061,46065,4,705.93,2,0,763.27,0.075124137,3053.08,Telluride Ski Resort,4,Slopeside,0,Inn at Lost Creek,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/17796784.jpg,https://booking.skizi.co/hotels/lp31628?checkin=2026-02-08&checkout=2026-02-12,EPIC
lp65584fec,4052.92,5314.68,46104,46108,4,1013.23,2,0,1095.225,0.074865895,4380.9,Telluride Ski Resort,4,Slopeside,0,Blue Mesa 2 Unit Buyout by Avantstay 2 Units Centrally Located Ski In/ Ski Out Unit!,0,https://static.cupid.travel/hotels/ex_9c20f600_z.jpg,https://booking.skizi.co/hotels/lp65584fec?checkin=2026-03-23&checkout=2026-03-27,EPIC
lp6556eb49,5646.83,5337.85,46096,46101,5,1129.37,2,0,1218.31,0.073002766,6091.55,Zermatt Ski Resort,4,<5 min walk to lifts,0,Nomad by CERVO Mountain Resort,"Restaurant, Pets allowed, Massage, Ski storage",https://static.cupid.travel/hotels/456958886.jpg,https://booking.skizi.co/hotels/lp6556eb49?checkin=2026-03-15&checkout=2026-03-20,IKON
lp56a49,3648.32,3448.7,46096,46101,5,729.66,2,0,786.76,0.072576135,3933.8,Zermatt Ski Resort,4,5-10 min walk,0,Le Mirabeau Resort & Spa Zermatt,Ski storage,https://static.cupid.travel/hotels/ex_d4362940_z.jpg,https://booking.skizi.co/hotels/lp56a49?checkin=2026-03-15&checkout=2026-03-20,IKON
lp224e98,2214.73,2093.55,46103,46108,5,442.95,2,0,477.29,0.071947872,2386.45,Zermatt Ski Resort,3,<5 min walk to lifts,0,Hotel Excelsior,"Restaurant, Pets allowed, Ski storage",https://static.cupid.travel/hotels/32772798.jpg,https://booking.skizi.co/hotels/lp224e98?checkin=2026-03-22&checkout=2026-03-27,IKON
lp6556e4e4,6970.14,6588.76,46054,46058,4,1742.54,2,0,1876.86,0.07156634,7507.44,Zermatt Ski Resort,4,<5 min walk to lifts,0,Nevada Residence - Twin Peak,Ski storage,https://static.cupid.travel/hotels/ex_96615777_z.jpg,https://booking.skizi.co/hotels/lp6556e4e4?checkin=2026-02-01&checkout=2026-02-05,IKON
lp72e4b,2926.77,2810.81,46074,46079,5,585.35,2,0,630.175,0.071131035,3150.875,Mammoth Mountain,3,5-10 min walk,0,Mountainback at Mammoth,0,https://static.cupid.travel/hotels/ex_629b8643_z.jpg,https://booking.skizi.co/hotels/lp72e4b?checkin=2026-02-21&checkout=2026-02-26,IKON
lp31aaf,996.18,1492.4,46094,46098,4,249.05,2,0,267.41,0.068658614,1069.64,Jackson Hole Mountain Resort,3,Slopeside,0,The Alpenhof,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/54096542.jpg,https://booking.skizi.co/hotels/lp31aaf?checkin=2026-03-13&checkout=2026-03-17,"Mountain Collective, IKON"
lp339f2,1934.36,2516.5,46094,46098,4,483.59,2,0,519.08,0.068370964,2076.32,Jackson Hole Mountain Resort,4,Slopeside,0,Snake River Lodge & Spa,"Restaurant, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/65500769.jpg,https://booking.skizi.co/hotels/lp339f2?checkin=2026-03-13&checkout=2026-03-17,"Mountain Collective, IKON"
lp2da09,1369.3,1575.99,46107,46111,4,342.33,2,0,366.89,0.066941045,1467.56,Whistler Blackcomb,3,5-10 min walk,0,Executive Inn Whistler,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Ski storage",https://static.cupid.travel/hotels/504295921.jpg,https://booking.skizi.co/hotels/lp2da09?checkin=2026-03-26&checkout=2026-03-30,EPIC
lp656d09f5,2076.07,2099.58,46107,46111,4,519.02,2,0,554.91,0.064677155,2219.64,Whistler Blackcomb,4,Shuttle,0,Elevate Vacation Alpenglow Lodge - In the Spirit #304,0,https://static.cupid.travel/hotels/ex_13e39148_z.jpg,https://booking.skizi.co/hotels/lp656d09f5?checkin=2026-03-26&checkout=2026-03-30,EPIC
lp656d5927,2527.44,3939.01,46096,46100,4,631.86,2,0,675.46,0.064548604,2701.84,Zermatt Ski Resort,4,5-10 min walk,0,Mirabeau Etoile,"Restaurant, Hot tub/Jacuzzi, Massage",https://static.cupid.travel/hotels/590197727.jpg,https://booking.skizi.co/hotels/lp656d5927?checkin=2026-03-15&checkout=2026-03-19,IKON
lp26b474,7329.65,7433.38,46087,46092,5,1465.93,2,0,1566.42,0.064152654,7832.1,Zermatt Ski Resort,4,<5 min walk to lifts,0,Chalet Altesse Serviced Apartments,0,https://static.cupid.travel/hotels/ex_151e0252_z.jpg,https://booking.skizi.co/hotels/lp26b474?checkin=2026-03-06&checkout=2026-03-11,IKON
lp656d9164,2716.23,3121.11,46074,46078,4,679.06,2,0,725.43,0.063920709,2901.72,Deer Valley Resort,5,Slopeside,0,Pioche Village,Ski storage,https://static.cupid.travel/hotels/ex_a370ac19_z.jpg,https://booking.skizi.co/hotels/lp656d9164?checkin=2026-02-21&checkout=2026-02-25,IKON
lp35734,3118.08,3382.83,46068,46073,5,623.62,2,0,665.36,0.062732957,3326.8,Vail,4,5-10 min walk,0,Highline Vail - a DoubleTree by Hilton,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage",https://static.cupid.travel/hotels/528741895.jpg,https://booking.skizi.co/hotels/lp35734?checkin=2026-02-15&checkout=2026-02-20,EPIC
lp655838ad,4892.89,6457.7,46104,46108,4,1223.22,2,0,1304.03,0.061969433,5216.12,Telluride Ski Resort,3,Slopeside,0,Le Chamonix I by Avantstay Condo w/ Views in Great Location,0,https://static.cupid.travel/hotels/ex_97c4d07d_z.jpg,https://booking.skizi.co/hotels/lp655838ad?checkin=2026-03-23&checkout=2026-03-27,EPIC
lpdcb1f,2263.54,2193.08,46060,46065,5,452.71,2,0,482.58,0.061896473,2412.9,Breckenridge Ski Resort,4,Slopeside,0,Trail's End 201 Downtown Condos with on-site Hot Tub,0,https://static.cupid.travel/hotels/ex_6988f2f6_z.jpg,https://booking.skizi.co/hotels/lpdcb1f?checkin=2026-02-07&checkout=2026-02-12,EPIC
lp33b18,2409.53,2814.16,46060,46065,5,481.91,2,0,513.5,0.061518987,2567.5,Heavenly,4,5-10 min walk,0,Avalon Lodge South Lake Tahoe,0,https://static.cupid.travel/hotels/hd/47818400.jpg,https://booking.skizi.co/hotels/lp33b18?checkin=2026-02-07&checkout=2026-02-12,EPIC
lp35410,2539.17,2754.77,46107,46111,4,634.79,2,0,675.93,0.060864291,2703.72,Whistler Blackcomb,5,Shuttle,0,Four Seasons Resort Whistler,"Restaurant, Pets allowed, Hot tub/Jacuzzi, Massage, Ski storage, Spa",https://static.cupid.travel/hotels/566989537.jpg,https://booking.skizi.co/hotels/lp35410?checkin=2026-03-26&checkout=2026-03-30,EPIC
lp40512,2933.82,3003.01,46060,46065,5,586.76,2,0,624.69,0.060718116,3123.45,Heavenly,2,5-10 min walk,0,Budget INN At The Heavenly Gondola,0,https://static.cupid.travel/hotels/371557097.jpg,https://booking.skizi.co/hotels/lp40512?checkin=2026-02-07&checkout=2026-02-12,EPIC
lp705a6,2363.1,3542.42,46060,46065,5,472.62,2,0,503.12,0.06062172,2515.6,Heavenly,3,5-10 min walk,0,Resthaven Tahoe,Ski storage,https://snaphotelapi.com/hotels/328991814.jpg,https://booking.skizi.co/hotels/lp705a6?checkin=2026-02-07&checkout=2026-02-12,EPIC
